,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Row,Col,Treatment,Concentration_uM,Cell_Death,Well,A,incubation_time,drug,Row_New,concentr,normalized_atp_1,plate,B,normalized_atp_2,C,normalized_atp_3,normalized_atp
0,0,0,27,B,3,Stauro,"0,04748",Apoptosis,B03,137144.0,28h,apoptosis,2,0.04748,0.5461789713442005,1,,,,,0.5461789713442005
1,1,1,28,B,4,Stauro,"0,02374",Apoptosis,B04,133408.0,28h,apoptosis,2,0.02374,0.5313002698556779,1,,,,,0.5313002698556779
2,2,2,29,B,5,Stauro,"0,01187",Apoptosis,B05,185160.0,28h,apoptosis,2,0.01187,0.7374037386549331,1,,,,,0.7374037386549331
3,3,3,30,B,6,Stauro,"0,005935",Apoptosis,B06,180408.0,28h,apoptosis,2,0.005935,0.7184787950057204,1,,,,,0.7184787950057204
4,4,4,37,B,13,Stauro,"0,04748",Apoptosis,B13,140360.0,28h,apoptosis,2,0.04748,0.5589867614906374,1,,,,,0.5589867614906374
5,5,5,38,B,14,Stauro,"0,02374",Apoptosis,B14,141104.0,28h,apoptosis,2,0.02374,0.5619497577185445,1,,,,,0.5619497577185445
6,6,6,39,B,15,Stauro,"0,01187",Apoptosis,B15,189032.0,28h,apoptosis,2,0.01187,0.7528240631098473,1,,,,,0.7528240631098473
7,7,7,40,B,16,Stauro,"0,005935",Apoptosis,B16,166936.0,28h,apoptosis,2,0.005935,0.6648262611584571,1,,,,,0.6648262611584571
8,8,8,42,B,18,Stauro,"0,04748",Apoptosis,B18,133952.0,28h,apoptosis,2,0.04748,0.5334667617212444,1,,,,,0.5334667617212444
9,9,9,43,B,19,Stauro,"0,02374",Apoptosis,B19,163352.0,28h,apoptosis,2,0.02374,0.6505529029853135,1,,,,,0.6505529029853135
10,10,10,44,B,20,Stauro,"0,01187",Apoptosis,B20,176112.0,28h,apoptosis,2,0.01187,0.7013698813026442,1,,,,,0.7013698813026442
11,11,11,45,B,21,Stauro,"0,005935",Apoptosis,B21,184800.0,28h,apoptosis,2,0.005935,0.73597003080272,1,,,,,0.73597003080272
12,12,12,46,B,22,Stauro,"0,0029675",Apoptosis,B22,200168.0,28h,apoptosis,2,0.0029675,0.7971734260049723,1,,,,,0.7971734260049723
13,13,13,51,C,3,Vinblastine,"0,00222",Apoptosis,C03,115944.0,28h,apoptosis,3,0.00222,0.4617495089360962,1,,,,,0.4617495089360962
14,14,14,52,C,4,Vinblastine,"0,00111",Apoptosis,C04,166784.0,28h,apoptosis,3,0.00111,0.6642209178430782,1,,,,,0.6642209178430782
15,15,15,61,C,13,Vinblastine,"0,00222",Apoptosis,C13,153728.0,28h,apoptosis,3,0.00222,0.6122251130694836,1,,,,,0.6122251130694836
16,16,16,62,C,14,Vinblastine,"0,00111",Apoptosis,C14,189176.0,28h,apoptosis,3,0.00111,0.7533975462507325,1,,,,,0.7533975462507325
17,17,17,66,C,18,Vinblastine,"0,00222",Apoptosis,C18,139720.0,28h,apoptosis,3,0.00222,0.5564379475311475,1,,,,,0.5564379475311475
18,18,18,67,C,19,Vinblastine,"0,00111",Apoptosis,C19,197992.0,28h,apoptosis,3,0.00111,0.7885074585427064,1,,,,,0.7885074585427064
19,19,19,75,D,3,Paclitaxel,"110,24",Apoptosis,D03,114480.0,28h,apoptosis,4,110.24,0.455919097003763,1,,,,,0.455919097003763
20,20,20,78,D,6,Paclitaxel,"13,78",Apoptosis,D06,84080.0,28h,apoptosis,4,13.78,0.3348504339279908,1,,,,,0.3348504339279908
21,21,21,79,D,7,Paclitaxel,"6,89",Apoptosis,D07,96488.0,28h,apoptosis,4,6.89,0.384265564567602,1,,,,,0.384265564567602
22,22,22,88,D,16,Paclitaxel,"13,78",Apoptosis,D16,90160.0,28h,apoptosis,4,13.78,0.3590641665431452,1,,,,,0.3590641665431452
23,23,23,89,D,17,Paclitaxel,"6,89",Apoptosis,D17,113440.0,28h,apoptosis,4,6.89,0.4517772743195918,1,,,,,0.4517772743195918
24,24,24,90,D,18,Paclitaxel,"110,24",Apoptosis,D18,90576.0,28h,apoptosis,4,110.24,0.3607208956168137,1,,,,,0.3607208956168137
25,25,25,93,D,21,Paclitaxel,"13,78",Apoptosis,D21,99968.0,28h,apoptosis,4,13.78,0.3981247404723286,1,,,,,0.3981247404723286
26,26,26,94,D,22,Paclitaxel,"6,89",Apoptosis,D22,96544.0,28h,apoptosis,4,6.89,0.3844885857890574,1,,,,,0.3844885857890574
27,27,27,99,E,3,Etoposide,"67,48",Apoptosis,E03,140720.0,28h,apoptosis,5,67.48,0.5604204693428505,1,,,,,0.5604204693428505
28,28,28,100,E,4,Etoposide,"33,74",Apoptosis,E04,131432.0,28h,apoptosis,5,33.74,0.5234308067557527,1,,,,,0.5234308067557527
29,29,29,101,E,5,Etoposide,"16,87",Apoptosis,E05,159288.0,28h,apoptosis,5,16.87,0.6343679343425523,1,,,,,0.6343679343425523
30,30,30,102,E,6,Etoposide,"8,435",Apoptosis,E06,152904.0,28h,apoptosis,5,8.435,0.6089435150966402,1,,,,,0.6089435150966402
31,31,31,103,E,7,Etoposide,"4,2175",Apoptosis,E07,186808.0,28h,apoptosis,5,4.2175,0.7439669346006198,1,,,,,0.7439669346006198
32,32,32,109,E,13,Etoposide,"67,48",Apoptosis,E13,117144.0,28h,apoptosis,5,67.48,0.4665285351101398,1,,,,,0.4665285351101398
33,33,33,110,E,14,Etoposide,"33,74",Apoptosis,E14,133192.0,28h,apoptosis,5,33.74,0.5304400451443501,1,,,,,0.5304400451443501
34,34,34,111,E,15,Etoposide,"16,87",Apoptosis,E15,153368.0,28h,apoptosis,5,16.87,0.6107914052172704,1,,,,,0.6107914052172704
35,35,35,112,E,16,Etoposide,"8,435",Apoptosis,E16,176792.0,28h,apoptosis,5,8.435,0.7040779961346022,1,,,,,0.7040779961346022
36,36,36,113,E,17,Etoposide,"4,2175",Apoptosis,E17,189416.0,28h,apoptosis,5,4.2175,0.7543533514855413,1,,,,,0.7543533514855413
37,37,37,114,E,18,Etoposide,"67,48",Apoptosis,E18,96296.0,28h,apoptosis,5,67.48,0.3835009203797551,1,,,,,0.3835009203797551
38,38,38,115,E,19,Etoposide,"33,74",Apoptosis,E19,107784.0,28h,apoptosis,5,33.74,0.4292521309525994,1,,,,,0.4292521309525994
39,39,39,116,E,20,Etoposide,"16,87",Apoptosis,E20,148688.0,28h,apoptosis,5,16.87,0.5921532031385003,1,,,,,0.5921532031385003
40,40,40,117,E,21,Etoposide,"8,435",Apoptosis,E21,166880.0,28h,apoptosis,5,8.435,0.6646032399370018,1,,,,,0.6646032399370018
41,41,41,118,E,22,Etoposide,"4,2175",Apoptosis,E22,189128.0,28h,apoptosis,5,4.2175,0.7532063852037708,1,,,,,0.7532063852037708
42,42,42,138,F,18,Actinomycin D,"0,0015104",Apoptosis,F18,200632.0,28h,apoptosis,6,0.0015104,0.7990213161256025,1,,,,,0.7990213161256025
43,43,43,147,G,3,Doxorubicin,"0,2472",Apoptosis,G03,194720.0,28h,apoptosis,7,0.2472,0.7754766471748141,1,,,,,0.7754766471748141
44,44,44,157,G,13,Doxorubicin,"0,2472",Apoptosis,G13,175752.0,28h,apoptosis,7,0.2472,0.699936173450431,1,,,,,0.699936173450431
45,45,45,162,G,18,Doxorubicin,"0,2472",Apoptosis,G18,147424.0,28h,apoptosis,7,0.2472,0.5871192955685076,1,,,,,0.5871192955685076
46,46,46,171,H,3,Niclosamide,"6,78",Apoptosis,H03,98688.0,28h,apoptosis,8,6.78,0.3930271125533487,1,,,,,0.3930271125533487
47,47,47,172,H,4,Niclosamide,"3,39",Apoptosis,H04,145712.0,28h,apoptosis,8,3.39,0.580301218226872,1,,,,,0.580301218226872
48,48,48,181,H,13,Niclosamide,"6,78",Apoptosis,H13,83928.0,28h,apoptosis,8,6.78,0.334245090612612,1,,,,,0.334245090612612
49,49,49,182,H,14,Niclosamide,"3,39",Apoptosis,H14,144000.0,28h,apoptosis,8,3.39,0.5734831408852364,1,,,,,0.5734831408852364
